choice_TID,choice_group_ID,result_Index,Choice_type,hidden_Choice_condition_type,hidden_Choice_condition_Standard,hidden_Choice_condition_value,choice_text_ID,condition1_type,condition1_standard,condition1_value,condition2_type,condition2_standard,condition2_value,And_result,Condition1_result,Condition2_result,fail_result
Choice_Story_05681,Choice_Story_0568,1,Normal,Null,Null,,\q거기 누구 집이에요?\q,Null,Null,,Null,Null,,,,,R0572_P100
Choice_Story_05682,Choice_Story_0568,2,Normal,Null,Null,,\q거기 누가 사는지 아세요?\q,Null,Null,,Null,Null,,,,,R0572_P100
Choice_Story_05683,Choice_Story_0568,3,Normal,Null,Null,,\q그런 예쁜 집은 누가 산대요?\q,Null,Null,,Null,Null,,,,,R0572_P100
Choice_Story_05721,Choice_Story_0572,1,Normal,Null,Null,,빨간 모자님 할머니 댁? ,Null,Null,,Null,Null,,,,,R0574_P100
Choice_Story_05741,Choice_Story_0574,1,Normal,Null,Null,,\q감사합니다.\q,Null,Null,,Null,Null,,,,,R0578_P100
Choice_Story_05742,Choice_Story_0574,2,Normal,Null,Null,,\q먼저 가 보겠습니다.\q,Null,Null,,Null,Null,,,,,R0579_P100
Choice_Story_05743,Choice_Story_0574,3,Normal,Null,Null,,\q그렇군요. 좋은 연애 되세요.\q,Null,Null,,Null,Null,,,,,R0580_P100
Choice_Story_05781,Choice_Story_0578,1,Normal,Null,Null,,뒤로 돈다.,Null,Null,,Null,Null,,,,,R0582_P100
Choice_Story_05791,Choice_Story_0579,1,Normal,Null,Null,,뒤로 돈다.,Null,Null,,Null,Null,,,,,R0582_P100
Choice_Story_05801,Choice_Story_0580,1,Normal,Null,Null,,뒤로 돈다.,Null,Null,,Null,Null,,,,,R0582_P100
Choice_Story_05821,Choice_Story_0582,1,Normal,Null,Null,,\q마법의 상점이 뭐예요?\q,Null,Null,,Null,Null,,,,,R0585_P100
Choice_Story_05822,Choice_Story_0582,2,Normal,Null,Null,,\q마법의 상점이 어디에요?\q,Null,Null,,Null,Null,,,,,R0586_P100
Choice_Story_05851,Choice_Story_0585,1,Normal,Null,Null,,\q어디로 가나요?\q,Null,Null,,Null,Null,,,,,R0588_P100
Choice_Story_05861,Choice_Story_0586,1,Normal,Null,Null,,\q왜 마법의 상점이에요?\q,Null,Null,,Null,Null,,,,,R0589_P100
Choice_Story_05881,Choice_Story_0588,1,Normal,Null,Null,,어후\c 저 싸가지.,Null,Null,,Null,Null,,,,,R0592_P100
Choice_Story_05891,Choice_Story_0589,1,Normal,Null,Null,,어후\c 저 싸가지.,Null,Null,,Null,Null,,,,,R0592_P100
Choice_Story_05921,Choice_Story_0592,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_05941,Choice_Story_0594,1,Normal,Null,Null,,신박한 조합이네.,Null,Null,,Null,Null,,,,,R0597_P100
Choice_Story_05942,Choice_Story_0594,2,Normal,Null,Null,,괜찮은 조합이네.,Null,Null,,Null,Null,,,,,R0597_P100
Choice_Story_05971,Choice_Story_0597,1,Normal,Null,Null,,\q저기\c 죄송한데.\q,Null,Null,,Null,Null,,,,,R0599_P100
Choice_Story_05991,Choice_Story_0599,1,Normal,Null,Null,,\q혹시 이장님이랑 빨간 모자랑 친한가요?\q,Null,Null,,Null,Null,,,,,R0602_P100
Choice_Story_05992,Choice_Story_0599,2,Normal,Null,Null,,\q혹시 이장님하고 빨간 모자하고 무슨 관계가 있나요?\q,Null,Null,,Null,Null,,,,,R0602_P100
Choice_Story_06021,Choice_Story_0602,1,Normal,Null,Null,,이장의 잘못?,Null,Null,,Null,Null,,,,,R0604_P100
Choice_Story_06041,Choice_Story_0604,1,Normal,Null,Null,,\q얼마나 끔찍했대요?',Null,Null,,Null,Null,,,,,R0606_P100
Choice_Story_06042,Choice_Story_0604,2,Normal,Null,Null,,\q이장님께서 로도드 숲에 가셨다고요?\q,Null,Null,,Null,Null,,,,,R0618_P100
Choice_Story_06061,Choice_Story_0606,1,Normal,Null,Null,,어후\c 충격이 클 만도 하네.,Null,Null,,Null,Null,,,,,R0608_P100
Choice_Story_06081,Choice_Story_0608,1,Normal,Null,Null,,\q실제로 늑대는 못 보셨대요?\q,Null,Null,,Null,Null,,,,,R0610_P100
Choice_Story_06101,Choice_Story_0610,1,Normal,Null,Null,,늑대가 진짜 있었을까?,Null,Null,,Null,Null,,,,,R0612_P100
Choice_Story_06102,Choice_Story_0610,2,Normal,Null,Null,, 빨간 모자가 일부로 이장님을 이용한 건 아닐까?,Null,Null,,Null,Null,,,,,R0615_P100
Choice_Story_06121,Choice_Story_0612,1,Normal,Null,Null,,난 이 가능성이 높을 것 같은데.,Null,Null,,Null,Null,,,,,R0631_P100
Choice_Story_06151,Choice_Story_0615,1,Normal,Null,Null,,마치 노린 것처럼.,Null,Null,,Null,Null,,,,,R0631_P100
Choice_Story_06181,Choice_Story_0618,1,Normal,Null,Null,,그랬구나.,Null,Null,,Null,Null,,,,,R0623_P100
Choice_Story_06182,Choice_Story_0618,2,Normal,Null,Null,,응?,Null,Null,,Null,Null,,,,,R0621_P100
Choice_Story_06211,Choice_Story_0621,1,Normal,Null,Null,,\q어느 정도였는데요?\q,Null,Null,,Null,Null,,,,,R0623_P100
Choice_Story_06231,Choice_Story_0623,1,Normal,Null,Null,,왜지?,Null,Null,,Null,Null,,,,,R0626_P100
Choice_Story_06232,Choice_Story_0623,2,Normal,Null,Null,,나라도 그럴 것 같다.,Null,Null,,Null,Null,,,,,R0627_P100
Choice_Story_06261,Choice_Story_0626,1,Normal,Null,Null,,어\c 그럼 이장님도 할머니를 못 봤다는 거네?,Null,Null,,Null,Null,,,,,R0629_P100
Choice_Story_06291,Choice_Story_0629,1,Normal,Null,Null,,\q어\c 저기.\q,Null,Null,,Null,Null,,,,,R0631_P100
Choice_Story_06311,Choice_Story_0631,1,Normal,Null,Null,,어후\c 저 싸가지.,Null,Null,,Null,Null,,,,,R0633_P100
Choice_Story_06331,Choice_Story_0633,1,Normal,Null,Null,,마법의 상점?,Null,Null,,Null,Null,,,,,R0636_P100
Choice_Story_06332,Choice_Story_0633,2,Normal,Null,Null,,쌈밥?,Null,Null,,Null,Null,,,,,R0637_P100
Choice_Story_06361,Choice_Story_0636,1,Normal,Null,Null,,\q마법의 상점이 뭐예요?\q,Null,Null,,Null,Null,,,,,R0640_P100
Choice_Story_06371,Choice_Story_0637,1,Normal,Null,Null,,\q마법의 상점이 어디에요?\q,Null,Null,,Null,Null,,,,,R0645_P100
Choice_Story_06401,Choice_Story_0640,1,Normal,Null,Null,,\q어디로 가나요?\q,Null,Null,,Null,Null,,,,,R0642_P100
Choice_Story_06421,Choice_Story_0642,1,Normal,Null,Null,,아까부터 사람을 건드네.,Null,Null,,Null,Null,,,,,R0644_P100
Choice_Story_06441,Choice_Story_0644,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_06451,Choice_Story_0645,1,Normal,Null,Null,,\q왜 마법의 상점이에요?\q,Null,Null,,Null,Null,,,,,R0647_P100
Choice_Story_06471,Choice_Story_0647,1,Normal,Null,Null,,와\c 계산도 정확하시네.,Null,Null,,Null,Null,,,,,R0649_P100
Choice_Story_06491,Choice_Story_0649,1,Normal,Null,Null,,2번가 거리로 향한다.,Null,Null,,Null,Null,,,,,R0651_P100
Choice_Story_06511,Choice_Story_0651,1,Normal,Null,Null,,어?,Null,Null,,Null,Null,,,,,R0653_P100
Choice_Story_06531,Choice_Story_0653,1,Normal,Null,Null,,문을 연다.,Null,Null,,Null,Null,,,,,R0655_P100
Choice_Story_06551,Choice_Story_0655,1,Normal,Null,Null,,고개를 숙여 인사한다.,Null,Null,,Null,Null,,,,,R0658_P100
Choice_Story_06552,Choice_Story_0655,2,Normal,Null,Null,,가게 주변을 둘러본다.,Null,Null,,Null,Null,,,,,R0659_P100
Choice_Story_06581,Choice_Story_0658,1,Normal,Null,Null,,이 목소리는 뭐지?,Null,Null,,Null,Null,,,,,R0661_P100
Choice_Story_06591,Choice_Story_0659,1,Normal,Null,Null,,이 목소리는 뭐지?,Null,Null,,Null,Null,,,,,R0661_P100
Choice_Story_06611,Choice_Story_0661,1,Normal,Null,Null,,근데 왜 이렇게 익숙하지?,Null,Null,,Null,Null,,,,,R0663_P100
Choice_Story_06631,Choice_Story_0663,1,Normal,Null,Null,,\q저 사람 누구예요?\q,Null,Null,,Null,Null,,,,,R0666_P100
Choice_Story_06632,Choice_Story_0663,2,Normal,Null,Null,,\q저게 뭐죠?\q,Null,Null,,Null,Null,,,,,R0667_P100
Choice_Story_06661,Choice_Story_0666,1,Normal,Null,Null,,카운터로 향한다.,Null,Null,,Null,Null,,,,,R0669_P100
Choice_Story_06671,Choice_Story_0667,1,Normal,Null,Null,,카운터로 향한다.,Null,Null,,Null,Null,,,,,R0669_P100
Choice_Story_06691,Choice_Story_0669,1,Normal,Null,Null,,옆을 쳐다본다.,Null,Null,,Null,Null,,,,,R0672_P100
Choice_Story_06692,Choice_Story_0669,2,Normal,Null,Null,,기다린다.,Null,Null,,Null,Null,,,,,R0673_P100
Choice_Story_06721,Choice_Story_0672,1,Normal,Null,Null,,\q절 아세요?\q,Null,Null,,Null,Null,,,,,R0676_P100
Choice_Story_06722,Choice_Story_0672,2,Normal,Null,Null,,\q저희 만난 적 있나요?',Null,Null,,Null,Null,,,,,R0676_P100
Choice_Story_06731,Choice_Story_0673,1,Normal,Null,Null,,\q절 아세요?\q,Null,Null,,Null,Null,,,,,R0676_P100
Choice_Story_06732,Choice_Story_0673,2,Normal,Null,Null,,\q저희 만난 적 있나요?',Null,Null,,Null,Null,,,,,R0676_P100
Choice_Story_06761,Choice_Story_0676,1,Normal,Null,Null,,이 사람\c 뭐지?,Null,Null,,Null,Null,,,,,R0680_P100
Choice_Story_06762,Choice_Story_0676,2,Normal,Null,Null,,왜 반말이야.,Null,Null,,Null,Null,,,,,R0680_P100
Choice_Story_06763,Choice_Story_0676,3,Normal,Null,Null,,고개를 끄덕인다.,Null,Null,,Null,Null,,,,,R0680_P100
Choice_Story_06801,Choice_Story_0680,1,Dimmed,Item_repeat1,Equal,1000,종이와 펜.,Null,Null,,Null,Null,,,,,R0682_P100
Choice_Story_06802,Choice_Story_0680,2,Dimmed,Item_repeat1,Equal,100,캠코더.,Null,Null,,Null,Null,,,,,R0687_P100
Choice_Story_06803,Choice_Story_0680,3,Dimmed,Item_repeat1,Equal,10,칼.,Null,Null,,Null,Null,,,,,R0691_P100
Choice_Story_06804,Choice_Story_0680,4,Dimmed,Item_repeat1,Equal,1,사진.,Null,Null,,Null,Null,,,,,R0695_P100
Choice_Story_06821,Choice_Story_0682,1,Normal,Null,Null,,산다.,Null,Null,,Null,Null,,,,,R0685_P100
Choice_Story_06822,Choice_Story_0682,2,Normal,Null,Null,,안 산다.,Item_repeat1,Equal,0000,Null,Null,,,R0698_P100,,R0701_P100
Choice_Story_06851,Choice_Story_0685,1,Normal,Null,Null,,가방에 산 것을 집어 넣는다. ,Item_repeat1,Equal,0000,Null,Null,,,R0700_P100,,R0701_P100
Choice_Story_06871,Choice_Story_0687,1,Normal,Null,Null,,산다.,Null,Null,,Null,Null,,,,,R0689_P100
Choice_Story_06872,Choice_Story_0687,2,Normal,Null,Null,,안 산다.,Item_repeat1,Equal,0000,Null,Null,,,R0698_P100,,R0701_P100
Choice_Story_06891,Choice_Story_0689,1,Normal,Null,Null,,가방에 산 것을 집어 넣는다. ,Item_repeat1,Equal,0000,Null,Null,,,R0700_P100,,R0701_P100
Choice_Story_06911,Choice_Story_0691,1,Normal,Null,Null,,산다.,Null,Null,,Null,Null,,,,,R0693_P100
Choice_Story_06912,Choice_Story_0691,2,Normal,Null,Null,,안 산다.,Item_repeat1,Equal,0000,Null,Null,,,R0698_P100,,R0701_P100
Choice_Story_06931,Choice_Story_0693,1,Normal,Null,Null,,가방에 산 것을 집어 넣는다. ,Item_repeat1,Equal,0000,Null,Null,,,R0700_P100,,R0701_P100
Choice_Story_06951,Choice_Story_0695,1,Normal,Null,Null,,산다.,Null,Null,,Null,Null,,,,,R0697_P100
Choice_Story_06952,Choice_Story_0695,2,Normal,Null,Null,,안 산다.,Item_repeat1,Equal,0000,Null,Null,,,R0698_P100,,R0701_P100
Choice_Story_06971,Choice_Story_0697,1,Normal,Null,Null,,가방에 산 것을 집어 넣는다. ,Item_repeat1,Equal,0000,Null,Null,,,R0700_P100,,R0701_P100
Choice_Story_06981,Choice_Story_0698,1,Normal,Null,Null,,이 남자\c 도대체 어디까지 알고 있는 거지?,Null,Null,,Null,Null,,,,,R0706_P100
Choice_Story_07001,Choice_Story_0700,1,Normal,Null,Null,,\q무슨 말이 하고 싶은 건데요.\q,Null,Null,,Null,Null,,,,,R0711_P100
Choice_Story_07002,Choice_Story_0700,2,Normal,Null,Null,,\q그래서요?\q,Null,Null,,Null,Null,,,,,R0711_P100
Choice_Story_07011,Choice_Story_0701,1,Dimmed,Item_repeat1,Equal,1000,종이와 펜.,Null,Null,,Null,Null,,,,,R0682_P100
Choice_Story_07012,Choice_Story_0701,2,Dimmed,Item_repeat1,Equal,100,캠코더.,Null,Null,,Null,Null,,,,,R0687_P100
Choice_Story_07013,Choice_Story_0701,3,Dimmed,Item_repeat1,Equal,10,칼.,Null,Null,,Null,Null,,,,,R0691_P100
Choice_Story_07014,Choice_Story_0701,4,Dimmed,Item_repeat1,Equal,1,사진.,Null,Null,,Null,Null,,,,,R0695_P100
Choice_Story_07031,Choice_Story_0703,1,Dimmed,Item_repeat,Equal,1000,4등분으로 접혀진 종이,Null,Null,,Null,Null,,,,,R0072_P100
Choice_Story_07032,Choice_Story_0703,2,Dimmed,Item_repeat,Equal,100,찰랑거리는 갈색 주머니,Null,Null,,Null,Null,,,,,R0084_P100
Choice_Story_07033,Choice_Story_0703,3,Dimmed,Item_repeat,Equal,10,둘둘 말려있는 종이,Null,Null,,Null,Null,,,,,R0086_P100
Choice_Story_07061,Choice_Story_0706,1,Normal,Null,Null,,\q무슨 말이 하고 싶은 건데요.\q,Null,Null,,Null,Null,,,,,R0711_P100
Choice_Story_07062,Choice_Story_0706,2,Normal,Null,Null,,\q그래서요?\q,Null,Null,,Null,Null,,,,,R0711_P100
Choice_Story_07111,Choice_Story_0711,1,Normal,Null,Null,,도대체 무슨 이야기가 하고 싶은 거야.,Null,Null,,Null,Null,,,,,R0713_P100
Choice_Story_07131,Choice_Story_0713,1,Normal,Null,Null,,\q그게 무슨 말이에요?\q,Null,Null,,Null,Null,,,,,R0716_P100
Choice_Story_07132,Choice_Story_0713,2,Normal,Null,Null,,\q빨간 모자를 무너뜨리라는 거죠?\q,Null,Null,,Null,Null,,,,,R0718_P100
Choice_Story_07161,Choice_Story_0716,1,Normal,Null,Null,,난 그것을 가지면 된다?,Null,Null,,Null,Null,,,,,R0720_P100
Choice_Story_07181,Choice_Story_0718,1,Normal,Null,Null,,난 그걸 쟁취하면 된다.,Null,Null,,Null,Null,,,,,R0720_P100
Choice_Story_07201,Choice_Story_0720,1,Normal,Null,Null,,근데 이 남자는 뭐길래 다 알고 있는 거지.,Null,Null,,Null,Null,,,,,R0722_P100
Choice_Story_07221,Choice_Story_0722,1,Normal,Null,Null,,그냥 또라이인가.,Null,Null,,Null,Null,,,,,R0726_P100
Choice_Story_07222,Choice_Story_0722,2,Normal,Null,Null,,그냥 미친놈인지도.,Null,Null,,Null,Null,,,,,R0726_P100
Choice_Story_07223,Choice_Story_0722,3,Normal,Null,Null,,무시하는 게 답이다.,Null,Null,,Null,Null,,,,,R0726_P100
Choice_Story_07261,Choice_Story_0726,1,Normal,Null,Null,,\q감사합니다.\q,Null,Null,,Null,Null,,,,,R0729_P100
Choice_Story_07262,Choice_Story_0726,2,Normal,Null,Null,,\q네\c 잘 새겨둘게요.\q,Null,Null,,Null,Null,,,,,R0729_P100
Choice_Story_07291,Choice_Story_0729,1,Normal,Null,Null,,인사를 한다.,Null,Null,,Null,Null,,,,,R0731_P100
Choice_Story_07311,Choice_Story_0731,1,Normal,Null,Null,,쿵.,Null,Null,,Null,Null,,,,,R0733_P100
Choice_Story_07331,Choice_Story_0733,1,Normal,Null,Null,,\q죄송합니다.\q,Null,Null,,Null,Null,,,,,R0736_P100
Choice_Story_07332,Choice_Story_0733,2,Normal,Null,Null,,\q괜찮으세요?\q,Null,Null,,Null,Null,,,,,R0736_P100
Choice_Story_07361,Choice_Story_0736,1,Normal,Null,Null,,주워서 건네준다.,Item_photo,More,1,Null,Null,,,R0738_P100,,
Choice_Story_07381,Choice_Story_0738,1,Normal,Null,Null,, \q마법의 상점에서 구매했는데요.\q,Null,Null,,Null,Null,,,,,R0740_P100
